qID,phrase,option1,option2,answer,label
3Y40HMYLL3W9O6KZ4BQD8Q742L6XUR-1,The car gained on the rocket rather quickly as the the _ had high-grade fuel.,car,rocket,1,0
335HHSX8CFJQLE9YDCI2V4FLRRNHDS-1,Michael was walking faster than Hunter was walking in the park because _ had a healthy back.,Michael,Hunter,1,-1
39TX062QX32PPC7GPRUCLHH4QELX3V-1,Derrick asked Lawrence to pass the salt since _ thought the food was too bland.,Derrick,Lawrence,1,0
3SU800BH886PF9JNIXVLEIBB573QUL-1,Ellie liked eating the fries at the diner more than at the restaurant since the _ changed their oil very rarely.,restaurant,diner,1,-1
3D0LPO3EABXOHHR5TNO600YFX8EYOJ-1,I would prefer the bread to the bug to eat if I was dying from starvation. The _ has a better taste.,bread,bug,1,-1
3R868ACW4UQFOJJJLOPH1WMN095ZGV-1,"At yoga class Patricia directed everyone in class, including Megan, to stretch their inner thighs. _ was an experienced yoga teacher so  could reach  toes.",Patricia,Megan,1,0
32CXT5U14IHJ95JRW3ELSRQBCADU8T-1,It is better to be the healthy person and not the sick person because the _ person will enjoy life.,healthy,sick,1,-1
3ODOP6T3ASIUC3OGHI22DYR5WKQ420-1,It was urgent that Elena but not Kayla had health coverage because _ had many health problems.,Elena,Kayla,1,-1
3M93N4X8HM1SE9N6Y2GC2GH16UCJSN-1,They were going to eat cucumber instead of having to eat the apple since the _ was more convenient.,cucumber,apple,1,-1
3YLTXLH3DF4KGMDHYNXX3082HGDHPY-1,Bob was poor and got carrots instead of lambchops to eat because the _ are cheap.,carrots,lambchops,1,-1
3MJ28H2Y1GM59IGS2JV9H1OVRPSO5T-1,James needed another plate that can contain the cake when carrying it because the _ is big.,cake,plate,1,-1
3A520CCNWNY198GDJ37US2MULZDEAS-1,"Nick liked the nutty flavor of brown rice but Jeffrey didn't, so _ ordered brown rice with their meal.",Nick,Jeffrey,1,-1
3MDWE879UH0PXMUOH6R4VZ5PHYB9BY-1,Susan was making a cake for a party then realized she had flour but she didn't have milk. It was unnecessary to go to the store for the _ .,flour,milk,1,-1
33K3E8REWWTWWKEFHAD8K016BHNX8F-1,"Betty weighs a lot more than Samantha, so _ has to worry about their weight more often.",Betty,Samantha,1,1
37VHPF5VYC18TM3KQEHL6NGWFFT8CJ-1,Tammy always had cereal for breakfast and left out the bagel because the _ was healthy.,cereal,bagel,1,-1
37Y5RYYI0RJT9TSVF6VDTPPGIU4SX2-1,Joseph served Kyle a lot of meat at the dinner last night because _ was cooking.,Joseph,Kyle,1,-1
356ZPKYPUHF62H368N1LP0357AOPYZ-1,The man tried to put the food into the refrigerator but the _ was too large.,food,refrigerator,1,-1
3CO05SML7XJ9BOM7X561U1X9LJO0RA-1,In order to be carefree you need to stop the stress and start living. The _ eats away at you.,stress,living,1,-1
3XU9MCX6VOA1D9QESUYFLR2FTGW2R8-1,John hated mold and preferred tortillas to store bought bread because the _ stayed fresh longer.,tortillas,bread,1,-1
359AP8GAGIYJNXX8071FKL89SKHC7F-1,Rachel was a much better cook than Mary although _ couldn't even boil eggs correctly.,Rachel,Mary,1,-1
3TLFH2L6YB2TND2DGHFAD4R67ZC2TB-1,Mary wanted to serve wine to her friends but served beer instead because she thought alcohol concentration of the _ was inappropriate.,wine,beer,1,-1
3EQPA8A376APFL9KTUAKY9E3SMRJZU-1,"There was more sugar in the cake than in the cookies, so the _ turned out to be sweeter.",cake,cookies,1,-1
36JW4WBR06I8P9ONKK1SR6UYAQRFHL-1,Steven eats a healthy balanced diet but Adam does not. _ is thin and fit looking.,Steven,Adam,1,-1
3QQUBC64ZGSWTG0Q7AERUVFAVVCXNB-1,So _ eats a lot of vegetables because Monica wants to stay healthy and Christine doesn't care.,Monica,Christine,1,-1
3U18MJKL1UKTWTQOWG64OK6R481NCR-1,Ursula couldn't fit the plantain she just bought into her purse because the _ was too slim.,purse,plantain,1,-1
3R868ACW4SA0UUKC1QDH9YYFCHKGZ0-1,"Nick cooked a spiral ham for Sunday dinner, but William cooked a brisket, because _ 's religion permitted the consumption of pork.",Nick,William,1,-1
3KA7IJSNW63AP9AVYVN1HP54M2ABPC-1,"During an accident while cooking, Joe had to use a microfiber instead of a towel to clean up the residue because the _ was available.",microfiber,towel,1,0
32L724R85NYZ66N8O3RIVAXP5XIIPX-1,"Jennifer eats a healthy diet while Carrie eats a lot of fat, _ doesn't suffer from high cholesterol.",Jennifer,Carrie,1,-1
3M67TQBQQJ2Z81O3VQ38SM9SOHEA94-1,Sweating can make ones body look fresh but also dirty if it is not cleaned properly. One should try to avoid the _ look.,dirty,clean,1,0
3R4QIDVOJRQJTAWWJ6LGGJ0TZNIEEO-1,Cynthia asked Jessica if they would join an exercise program with her. _ was on a diet and didn't want to go alone.,Cynthia,Jessica,1,-1
3909MD9T2ZFW5ZXLUJTM63XLNVJEFZ-1,"Mike's back had improved from yoga, but weight lifting was making it worse. This is due to the _ being more beneficial.",yoga,weight lifting,1,0
3AXFSPQOYQW4GFJD8K4D3JADNJFJFG-1,"Ian was in a healthy relationship and Justin was not, so _ had a great valentines day.",Ian,Justin,1,-1
3Q2T3FD0ON6Z1B95RMG3I2DXOOW3MO-1,Katrina had a torso that was twice as wide as that of Betty because _ was rather overweight.,Katrina,Betty,1,-1
337F8MIIM1R2AIK9MTAOM8MZT1Y04D-1,"Max had irritable bowel syndrome, so he got constipated when upset. He decided to cut out processed foods and take magnesium supplements. The _ were difficult to stop eating.",processed foods,magnesium supplements,1,-1
32TMVRKDGPCKS7PCHXN3FNSGBV448N-1,Christine followed a carnivorous diet but Tanya followed a vegetarian diet. _ ordered the prime rib for their supper.,Christine,Tanya,1,0
3NZ1E5QA6ZZ6WZSCEGENJJ0NQQOB5C-1,"Steven's jeans have lots of holes in them, while Aaron's are fresh due to _ wearing old clothing.",Steven,Aaron,1,-1
38B7Q9C28IJYLZC05DMWCH75ROU69T-1,Rachel bought a box of donuts from Patricia's shop. Eating sweets was a passion for _ .,Rachel,Patricia,1,-1
3PEG1BH7AG5O87CM51UTD67EIX3BKV-1,Lindsey enjoyed eating a lot of food with carbs but not Victoria because _ was unhealthy.,Lindsey,Victoria,1,-1
3PEG1BH7AEP9EIDFL3ITL8J5NDNKB4-1,"Natalie liked to garden more than Tanya, so _ didn't have to worry about where her fresh vegetables would come from.",Natalie,Tanya,1,-1
3IJ95K7NDZQL7U50I0EN69FFSZAGNK-1,The food in the bowl could not be eaten by anyone and we decided to go for the milk. The _ is rotten.,food,milk,1,-1
3MQKOF1EE2MTOF5GODS24910INCWDS-1,At the beach Kyle has to suck in their stomach to impress the girls but not Hunter as _ is fat.,Kyle,Hunter,1,-1
39O0SQZVJPLNTZMRI4RA9G7VS9H7RP-1,Ryan uses kale as their salad base while William enjoys it cooked because _ likes it raw.,Ryan,William,1,-1
3EGKVCRQFWQ4YN2WPIJKUGYGQABYBX-1,Leslie liked to eat oysters from the shell but Christopher did not as _ was fond of soft foods.,Leslie,Christopher,1,-1
3RQVKZ7ZRKHRVQ6ZJG09GABFS5227B-1,Betty only ate animal products in a very strict way while Carrie ate steak every day. _ is a vegan.,Betty,Carrie,1,0
3V8JSVE8Y04HZFDNJ7XANMS9HXZEYB-1,Amy ate some bad chicken that Mary cooked and it caused digestive issues. _ felt angry about the bad chicken.,Amy,Mary,1,-1
375VMB7D4LXQH9KIJU0NVGG0R4ODI3-1,The cake was disliked by Ryan but not Aaron because _ hated the texture of the icing.,Ryan,Aaron,1,0
3WPCIUYH1A61WY1MT8NRHPU1ERLTDM-1,"In preparation for the meal, Jennifer steamed the cabbage but not the lettuce because the _ was under cooked.",cabbage,lettuce,1,-1
3B9J25CZ27R56VH0OAZQFC45FMQSCQ-1,"Aaron eats a lot of potatoes in their diet, whereas Joseph prefers steak, so _ has a carb heavy diet.",Aaron,Joseph,1,-1
3NCN4N1H1GFAMOYIIGA9D009H9ZBN9-1,The diners asked to eat the cookies made by Tanya and avoided Maria because _ used the right amount of baking soda.,Tanya,Maria,1,-1
38F60IALAIVMR3ZZ1UBWUGYQ8VI0TZ-1,James added a lot of sugar to the tea and none to the coffee and this makes the _ taste sweet.,tea,coffee,1,0
371Q3BEXDJNIEOSAGOJYQA5RPOJZSA-1,I chose to eat the beef instead of the pork because when I ate the _ dishes I got sick.,pork,beef,1,-1
3VP28W7DUPY9AJNOA4JZJBMBZEIZFD-1,"Eating omelettes for breakfast suited Adam less than Randy, because _ was allergic to eggs.",Adam,Randy,1,0
3A9LA2FRWSCPPVF8KE7EXDU5JGHXHZ-1,"The company changed the recipe for its drinks by using new food coloring and sweetener, but the _ had an unpopular color.",coloring,sweetener,1,0
3LXX8KJXPYNOA5I4598QTHTXDJ9O9E-1,"When he tried to reach the pan on the stove, he burned himself with a pot, because the _ was on the back burner.",pan,pot,1,-1
3MQKOF1EE428I44N8B42W7P98P4WDZ-1,So _ enjoys eating a large selection of healthy foods because Ian wants to stay healthy and Ryan doesn't care.,Ian,Ryan,1,-1
341H3G5YF0C3JQ9RNOOEO6BZ0GTZ05-1,"Matthew is a public health expert, Justin is not therefore _ would be better at explaining the dangers of mold.",Matthew,Justin,1,-1
30EMX9PEVMXNPTTOGNGO3VHEMHKSK0-1,"After tiring myself out by hiking on uphill and downhill trails all day, I wanted to stop because the next stretch was the _ trail.",uphill,downhill,1,-1
3MWOYZD5WX29Z7MY6JRVBIOHJL1ONF-1,Joe eats meat less often than he eats seafood because the _ is always fresher near the sea where he lives.,seafood,meat,1,-1
3D1TUISJWIYX4MWXLRECDIWGPDXIU7-1,Emily is jealous of Tanya for her body as _ easily gains weight when she is eating a lot of food.,Emily,Tanya,1,-1
3S1L4CQSFZJ89BFGYC302IV3RDJFA7-1,Hammond loved the beans at the restaurant so he got a second helping and then took some home. The beans were better when they were fresh at the _ .,restaurant,home,1,-1
3W0KKJIARTN569EF2PAJM4HC82KK8P-1,Kevin used his dominant right hand to pick up food and not his foot because using his _ was comfortable.,hand,foot,1,-1
3R4QIDVOJPA4ZLXPZ89GOLCL6F8EEM-1,Eating turkey was good for Kyle but not for Ian because _ is the type of person who loves meat.,Kyle,Ian,1,-1
39O0SQZVJN58ZANKY6FAHIJNZEWR7M-1,"Aaron ate the lasagna from the cafeteria, but Christopher didn't, because _ loves all types of Italian food.",Aaron,Christopher,1,-1
338GLSUI45PC971AFCPRNIP9ENRFSD-1,The cranberry sauce made the turkey taste even better because the _ was very sweet.,cranberry sauce,turkey,1,-1
31YWE12TE2Q7QV83R3X2YYTJT637XI-1,"Angela asked Laura how long to cook a Chuck steak on the grill, because _ couldn't remember.",Angela,Laura,1,-1
3OCZWXS7ZQLX3XDVPRFHPKK1XTK5L9-1,The family chose to serve wine instead of the beer because the _ was crude.,beer,wine,1,-1
3ABAOCJ4R82R8CF7PXSZVA683X0QM7-1,The chef took the peas out of the steamer and put in the carrots because the _ were well cooked.,peas,carrots,1,0
3KL228NDMVK55ZLQ1PA7MJA286JKGQ-1,"The woman was angry when her husband gave her chocolate instead of candy on her birthday, because she was allergic to the _ .",chocolate,candy,1,-1
3DA79LNS5B9I8VYWKHTFWEWYCZH3TZ-1,The  quickly learned that it was better to cook ramen noodles in the microwave instead of the oven because the _ burned the noodles.,oven,microwave,1,0
3IKDQS3DQGEGCHE4JY5CBAYI6OOICO-1,Brian had a hard time cutting the food but not Nelson because _ had a dull knife.,Brian,Nelson,1,-1
3VDI8GSXAFRLAYJPS0D4WE1BD81G8J-1,Neil asked Derrick for help on how to achieve better bowel movement since _ knew nothing about health.,Neil,Derrick,1,-1
3A9LA2FRWSCPPVF8KE7EXDU5JEGHXE-1,"they were required to cook a lot of food at a limited time for the guests, the _ given was too much.",food,time,1,0
3QI9WAYOGSPGQE8ZEJMNTCCWKKN6SR-1,"The fresh cabbage was added to the sausages but not to the lentils, as the _ worked well with the flavor.",sausages,lentils,1,-1
3EAWOID6MTVMA64HMRZB30Y3C7Y0VL-1,"While at the gym, Michael was teaching Nelson to stretch because _ works out regularly.",Michael,Nelson,1,-1
3XEIP58NL0LGGMYDCHAXMQ3N8XLZL2-1,"Erin chopped the garlic while Rachel cooked the sauce, because _ was a worse cook.",Erin,Rachel,1,-1
3WGZLY9VCJ0XS385A8OWIRMNQAID82-1,"The wedding cake that I made wouldn't fit in our regular fridge, because the _ was very tiny.",fridge,cake,1,0
3WGZLY9VCJ0XS385A8OWIRMNPC3D8Q-1,"While planning her sister's birthday party, John decided to order a cake and hire a caterer for the dinner. The _ was sweet and delicious.",cake,dinner,1,-1
3HO4MYYR142W5R033OHN8DUK5JY6U1-1,It was a challenge to wash the cooking pot in the kitchen sink because the _ was deep.,cooking pot,kitchen sink,1,0
3QGTX7BCHRGH8MUZ4S6QXZVYAAJ5ZV-1,"Although Amy felt depression while Angela felt mentally healthy, _ never saw a psychologist despite this.",Amy,Angela,1,-1
3KG2UQJ0ML2CKJZELWJZ0NJGWGINQ5-1,Randy was able to fit into old college jeans but not William because _ had actually lost weight over the years.,Randy,William,1,-1
3JGHED38EDPHWBZ6C174PECK2497Y8-1,"Brian was a great at painting, drawing, and art, while Joseph was fantastic at cooking, so _ recently had their work featured in a museum.",Brian,Joseph,1,0
3WRBLBQ2GR63S9EMXW0P3ZVTUB1G0A-1,When the hostess served a chicken dish Christine was happy but Patricia coud not eat it. it so happened that _ is omnivorous.,Christine,Patricia,1,-1
3RHLQY6EDT2HFDMWE7MJ9HI9TEDD4M-1,Joel liked to work out more than William so _ did not have to worry about gaining weight.,Joel,William,1,0
391JB9X4Z0MKRYGJWQK2RMI8UUQKM8-1,The vegetables cooked in the pan were better than the ones cooked in the microwave because the _ makes the vegetables crispy.,pan,microwave,1,-1
37SDSEDIN90O6JTMAHS1PRX562981Z-1,Neil had dental problem while Samuel did not because _ ate a lot of sweets and did not visit the dentist regularly.,Neil,Samuel,1,-1
31HLTCK4BLTJLAF20TOEOSLJO4HGVZ-1,"Bill cut the cake with a spatula even though his wife told him to use the knife, because the _ was dirty.",knife,spatula,1,-1
3D5G8J4N5CI2K40F4RZLF9OG2MBTVQ-1,"We treated the cat to a toy and some food, and the cat chose the _ because it was interesting.",toy,food,1,-1
3XAOZ9UYRZPUCNTIWB91BII504P1QP-1,"Samantha is lazy and does not move around much, Amy does and that is why _ is fat.",Samantha,Amy,1,-1
3XABXM4AJ13CNND3VWIGQS5DJUZQ8B-1,"When Victoria was served a meal by Elena, she couldn't eat it. _ was allergic to one of the ingredients.",Victoria,Elena,1,-1
3K3G488TR26T05U1XYBDE8VMCL1Q55-1,The cake was baked by Jennifer but not Erin because _ was good at baking.,Jennifer,Erin,1,-1
3YCT0L9OMM793AFKT2W43PA9Q9VSNU-1,"Agnes wanted to add a lot of sugar from the canister to her coffee cup, but the _ was empty.",canister,cup,1,-1
3E6L1VR4XY07M93D8ZMOMDTHVJD6F6-1,"After the meal, John took the dish into the kitchen and washed it into the sink. This got the _ clean.",dish,sink,1,-1
3MQY1YVHS5YTRR8WGVOPDALK1RRB27-1,"The food John took with him could not be eaten after three days, and he decided to eat the fruit. The _ is rotten.",food,fruit,1,0
3E9ZFLPWO064FFPZAU1ZPNJS7LMXI9-1,They put all their trash in a burn barrel while living on the farm because it was the only easy way to get rid of the _ .,trash,burn barrel,1,-1
37ZQELHEQ2CLZ41MT3CIJEZCORSMNG-1,So _ wanted to change their diet because Patricia wanted to lose weight while Samantha was fine.,Patricia,Samantha,1,-1
3IVKZBIBJ2NWN3SGA2DRQ31MU0GSHW-1,The doctor advised making small changes to the diet instead of large changes all at once. The _ changes would be too hard to stick with.,large,small,1,-1
31S7M7DAGI4ZOZOLQNXFS0QEBEILTO-1,Laura didn't mind giving her snack to Erin because _ had already eaten lunch and was full.,Laura,Erin,1,-1
379OL9DBSSCLAUNZRY5O3A3Q25A9YQ-1,"She knew she should eat salad but she ate a muffin, because the _ was delicious.",muffin,salad,1,-1
3GVPRXWRPHSV6BK18JL13QIWCLBI7D-1,Emily looked much better in her swimsuit than Katrina because _ maintained a healthy diet.,Emily,Katrina,1,-1
3B6F54KMR2A6P38VOFY66IX6IXDS1I-1,Eating milk chocolate always made Michael happy but not Kenneth because _ loved sweet food.,Michael,Kenneth,1,-1
39AYGO6AFHYJA1GU6N51UI2QYQ86NJ-1,Jamie like to use honey on his waffles instead of syrup. He thought that the _ was less sweet.,syrup,honey,1,-1
3B9XR6P1WETE3Y7X3IIHKTJSD5FJBZ-1,"When it was her time to choose, the little girl went with the candy over the popsicle as she was allergic to it. The _ was enticing.",candy,popsicle,1,-1
38G0E1M85M32QSGXKYDVS7MAX9DVUP-1,Alice decided not to grow a vegetable garden in her backyard because the _ is too large.,garden,backyard,1,0
3P520RYKCH4LSY1IE7VIO9SBF4F5UT-1,Joel sought advice from Dennis on how to stay trim because _ did not have good diet habits.,Joel,Dennis,1,-1
3J9UN9O9J3QDJB4N52LS0CN9HIH0JM-1,The fact that Jessica has more energy than Tanya is because _ has a very healthy lifestyle.,Jessica,Tanya,1,-1
3JYPJ2TAYKMFWFLINVLXSDKYR5HPF8-1,So _ likes sweet food because Kyle has a sweet tooth while Brian wants nothing to do with sweets.,Kyle,Brian,1,-1
33Q5P9PUSPKNDI47Z4HYJ7D0EPNCZH-1,"Angela's cookies were burned, but Felicia's were baked perfectly, because _ was asleep when the timer went off.",Angela,Felicia,1,-1
3HXK2V1N4KDAOJH0CJ43MNO8MQTG2V-1,"Robert's fever went away, and Ian still has one, so _ is healthy at this point.",Robert,Ian,1,-1
30UZJB2POHA1T4OZZNZH102B7C7356-1,"The meeting won't provide food for the working crowd, because the _ is too widespread.",crowd,food,1,-1
3D0LPO3EADD3B6QCDL06SYMNLX9OYP-1,"Although Natalie was a better cook than Emily, _ was a disaster at baking a cake.",Natalie,Emily,1,-1
3C8QQOM6JRF9FL8AWBYBETO614RILA-1,"Jack was in the mood for beef or venison for dinner, he ended up choosing the _ for a more basic meal.",beef,venison,1,-1
35A1YQPVFEEGJ76IKQ645640LDD5IE-1,"Weight loss came easy for Elena but was difficult for Carrie, as _ walked everywhere instead of driving.",Elena,Carrie,1,-1
3BKZLF9901D6WI3SSYSAH3HO1VEYQR-1,There is less cholesterol in cod than in salmon because the _ is high in saturated fat.,salmon,cod,1,0
30P8I9JKOIJL5DQIJX5NKVUUTDG5VE-1,Adam was eating a salad and Steven was eating a hamburger.  The vegetarian coach praised _ .,Adam,Steven,1,1
30OITAWPBQ1ZOZXAHY10HA8NCCK9HK-1,My sister really loves fruits but not vegetables because the _ taste a lot sweeter.,fruits,vegetables,1,0
3KVQ0UJWPXJYK2QN97AJ6XD80KQ5WS-1,It was Adam who had to prepare meals for Robert since _ was a competent cook .,Adam,Robert,1,-1
37OPIVELUU1DTI7F94F0D5J7DD4HA6-1,"Kayla raises cows and helps supply the world with hamburger Carrie doesnt eat hamburger, the chance _  is a vegetarian is small.",Kayla,Carrie,1,-1
3DWGDA5POHI1BKO628FB935MCIU1VX-1,"When deciding which oil to use for cooking, Thomas went with the peanut rather than the olive because the _ tasted unappealing to him.",olive,peanut,1,-1
3CMV9YRYP5F5AWSGETJBQU35DQQJL8-1,Neil hated eating crabs unlike Eric because _ thought the shells were difficult to crack open.,Neil,Eric,1,-1
3W9XHF7WGKT9A47WLP9EL2PRY1FKTP-1,"He ate the food with nuts in it, but ignored the food with raisins, because he thought the _ tasted gross.",raisins,nuts,1,-1
3OCZWXS7ZQLX3XDVPRFHPKK1XWGL5R-1,"We left the marshmallows off the cake but added them to the cupcake, as they were a poor match for the _ 's texture.",cake,cupcake,1,-1
3ECKRY5B1QUEQLQ7REDKUABVMDRIZ6-1,"They went on a safari and saw a panda eating bamboo, which Megan loved but Elena didn't care about. _ 's favorite animal was the panda.",Megan,Elena,1,-1
3O0M2G5VC8GK6C8MMPTHFJNSXBA94T-1,Kayla wanted to eat a huge rib roast but not Victoria because _ was a carnivore.,Kayla,Victoria,1,-1
37YYO3NWHF4PZES4RO9Q070NTZ6CCE-1,"Katrina apologized to Betty for getting a big food stain on the couch, because _ felt awful about it.",Katrina,Betty,1,0
31GN6YMHLPQZQ4OYL3NRZ8N0EBDSWA-1,After dinner Robert opted for wine and cheese while Logan had a brownie. _ had never had a big sweet tooth.,Robert,Logan,1,-1
3RIHDBQ1NEWEVJG46755MWE7CBRHMR-1,The husband made ratatouille for dinner while the wife made a frozen pizza. The _ is more competent at cooking.,husband,wife,1,0
3P4C70TRMRFGP538MPM81JNHX80GL5-1,"Donald loved eating oysters, but Steven was a vegetarian. _ ordered a plate of seafood.",Donald,Steven,1,0
34D9ZRXCYRS2JRLVKYRZHJQ9MMFASA-1,"Rebecca wondered how Maria kept so trim , so _ asked her for diet and exercise advice.",Rebecca,Maria,1,-1
3EQVJH0T42ZX235VZ2IH08X7U9DTHH-1,"Maria's doctor recommended taking vitamins to ensure healthy babies, but Mary said they made the nausea worse. _ decided to keep taking the vitamins.",Maria,Mary,1,-1
37G6BXQPLQJTWONU8Z4GI21ZUXSEQT-1,I prefer to eat at a local restaurant than a chain because the service at the _ feels impersonal.,chain,local restaurant,1,-1
3XD2A6FGFP838XAXCQPZDM3X9HB9SA-1,"Rebecca had a more difficult time during pregnancy than Natalie did, because _ had some previous health problems.",Rebecca,Natalie,1,0
3MZ3TAMYTLL5OU4GHXJ7879WID5RIM-1,Neil kept the oranges and shared grapes with William because _ liked fruit with skin to peel.,Neil,William,1,0
35XW21VSVISY9ZB61NSPIVUTAFBSLK-1,"Roger fed his cat a diet rich in rice rather than corn, as he had read that the _ was better for his cat's sensitive stomach.",rice,corn,1,0
3ZZAYRN1I857UKRI3FD7KHU86XMTO4-1,There was lots of preparation for the upcoming workout program as Monica helped Victoria lose weight since _ wanted to get paid.,Monica,Victoria,1,-1
33K3E8REWY9BQ9DM18P8CYPE4A7X8X-1,"Craig is on a low carb diet, while Kevin doesn't need to be on one. So, _ is more likely to avoid bread.",Craig,Kevin,1,-1
3ZG552ORAM2T6G7V1E3PMORI96NV27-1,Lindsey seeks advice from Sarah regarding problems with her weight because _ is very overweight.,Lindsey,Sarah,1,1
3B623HUYJ4OO03SGN07LLSKE1HAS8Q-1,The woman tried to hide the junk food in the desk but the _ was too small.,desk,food,1,-1
3V7ICJJAZAEO0GOC0BVDERU9V66B4D-1,"Although it wasn't legal, Shannara put a fresh battery in her phone herself because the _ was old.",phone,battery,1,-1
3JVP4ZJHDR6WIPJO7ICSG9WIY6H0IK-1,"Wanting to be healthy, the woman didn't order juice, and drank tea instead since the _ had less antioxidants.",juice,tea,1,-1
3WYZV0QBFJBFYICMKMXIB2R7JKSXBS-1,"Jeffrey was sick with the stomach flu and not hungry, but Christopher was starving. _ declined food.",Jeffrey,Christopher,1,-1
3H4IKZHALBGCNXNFL6FI4V033BJNNB-1,The woman tried to put the candy in her purse but the _ was too large.,candy,purse,1,-1
30OITAWPBSHEIOWH1WD098WW1C49HE-1,The box can store the food better than the bottle for storing lunch because the opening of the _ is wide.,box,bottle,1,-1
3ULIZ0H1VA35J1AKCJLYD7NE9QA51T-1,I tried eating more vegetables and less proteins as advised but I could not manage because the _ was too delicious.,proteins,vegetables,1,-1
3ZQX1VYFTD392B0NGJQC1NADZA3O8G-1,Jennifer ate a lot of food containing corn but Victoria did not because _ was trying to increase carbohydrate consumption.,Jennifer,Victoria,1,-1
3MWOYZD5WVMU5INRMLFVJK08TOBONK-1,Martha liked to add a tablespoon of sugar instead of a cup to the cake because the _ made it less sweet.,tablespoon,cup,1,-1
375VMB7D4JHBNKLBZWON3ISSYVHDI2-1,"Christine had too much candy instead of dinner while Samantha ate chicken, so _ had an upset stomach after.",Christine,Samantha,1,-1
3VGET1QSZ0XD7646X0PG4HR4WBX7WW-1,I like stretchy jeans better than slim jeans as the _ are more comfortable for walking.,stretchy jeans,slim jeans,1,-1
3XEIP58NL21VABXKWFMXEORWYU4LZC-1,"The skin that was made using a special ingredient lasted longer than the  replacement, since the _ is real.",skin,replacement,1,-1
3JMQI2OLF1JIVAV9GADF0OCIEUJDN5-1,"The dieter switched his lunch snack from an apple to a pineapple, as the _ lacked an important vitamin needed in his diet.",apple,pineapple,1,1
34F34TZU7WXKFL71KPP6J0GOJ0QJ2N-1,"The stove at Samantha's home was never in use compared to Natalie's, since _ hates cooking.",Samantha,Natalie,1,0
3MIVREZQVJCBCDEBOJRJ8V2D4SYKQ0-1,I cooked the carrots from my garden by boiling them and then roasted the green peppers.  The _ were soft.,carrots,green peppers,1,-1
3L2OEKSTWBO0QE3W64BAVCWN66GY8Z-1,Mary had a healthier diet than Jessica because _ ate more veggies and fruits during the day.,Mary,Jessica,1,1
3MVY4USGB6LHP94TWMJCYHESZZOIS0-1,Hunter accepted a fruit smoothie from Craig because _ had just finished a grueling workout.,Hunter,Craig,1,-1
3D42WVSDH8TUB4ECUK5GD6P10SSFYK-1,Natalie must begin a strict diet and exercise regimen while Laura gets to slack off a bit because _ is extremely overweight.,Natalie,Laura,1,-1
3SR6AEG6W5REP05IPATGGR1EG1HHYK-1,Aaron makes an excellent stuffing for roast chicken but Logan does not because _ is a great cook.,Aaron,Logan,1,-1
389A2A304QW55MXOF8G656YNMKDC0D-1,"Derrick eats an apple for snack everyday while Adam eats chips, as _ is on a diet.",Derrick,Adam,1,-1
3EQVJH0T40JI8E6OF46H8A9Z14QTH8-1,"Mary always lived a better lifestyle most of the time unlike Felicia, so _ was healthy for the physical.",Mary,Felicia,1,-1
3S8A4GJRD31HOHQWOGFSC18UURR6V2-1,Jeffrey really hated eating jalepenos unlike William because _ was unable to eat spicy food.,Jeffrey,William,1,-1
3Y40HMYLL1GUUHLSKDEDGSJV85ZUX6-1,Angela wants to meet her goals and Christine keeps buying bad food so _ is mad.,Angela,Christine,1,1
3IZVJEBJ6AIYX1V6PD4VX7LQDH56ZZ-1,Carrie was very good at preparing a meal but Rebecca wasn't. _ threw great dinner parties.,Carrie,Rebecca,1,0
3N7PQ0KLI73GJCGZUM4KXSWXA3P3EX-1,The hamster left the food unfinished  but finished drinking the water. It is probably because the _ is too much.,food,water,1,-1
3ZQX1VYFTD392B0NGJQC1NAD4T4O8O-1,I'm pre-diabetic so I ordered the pineapple salad instead of the cake because the _ has less sugar.,pineapple salad,cake,1,-1
368IUKXGA564JXT0246T69JC8ZUP6W-1,The doctor advised the obese person to do a workout to lose weight. The advice did no good because the _ was too light.,workout,person,1,-1
3H781YYV6VWLITET91ABF50V33ETEH-1,The health of the roses was better than the health of the tulips because the _ were neglected.,tulips,roses,1,-1
3P0I4CQYVY5KSCW5EM6IF3DZHLJOWG-1,Rachel lost a lot more weight than Monica because _ spent so much time exercising.,Rachel,Monica,1,-1
3V8JSVE8Y04HZFDNJ7XANMS9HXYYEU-1,Monica yelled at Jessica because _ had not had a chance to eat her favorite eggplant dish before it was gone.,Monica,Jessica,1,0
3VDVA3ILIFTITNYBDDGP922BNS51GH-1,Eric is a vegetarian. Joel is a pescatarian. _ does not eat meat or fish.,Eric,Joel,1,0
335HHSX8CD3BRPARTE6236RDYJZDH8-1,Kayla laughs at Natalie's cooking even though _ doesn't know how to use a microwave and nearly set the kitchen on fire.,Kayla,Natalie,1,-1
3G5RUKN2EEH6SKIS4U8DESTSNOD9NN-1,"James did not like the smell of the couch brought into the room, so he sprayed the room with air fresher and the _ smelled fresh.",room,couch,1,-1
3WJGKMRWVKNZ46YIRK41KDI5EJGDCH-1,Being physically fit was easier for Natalie than Amy because _ spent a lot of time doing weight training.,Natalie,Amy,1,-1
3FI30CQHVMXH9SRX3X0S3N2WGYR6BK-1,"The man took medicine after eating the spicy food, because the _ prevented him from getting heartburn.",medicine,food,1,0
3CVBMEMMXDUA458OMZFGVC5Q6KQ7H6-1,A spoon of food was served into the baby's mouth but he could not eat it all because the _ is small.,mouth,spoon,1,-1
